,Tweet_punct,Emotions
5877,"student lives matter 🙏🏻
covidindia 
cancelaktuexams 
myogiadityanath dpathak 
pmoindia aicteindia 
aktulucknow casaktu aktustudents",0
5878,"chaired a review meeting on the covid situation in the state have directed the health and medical education amp research departments to immediately fill all critical vacant posts 

punjab covidindia indianews india httpstcovdhskzkli",1
5879,"arvindkejriwal jpnadda
virendersehwag
covidindia
need blood type   o
at  action balaji hospital paschim vihar new delhi
blood component  plasma
primary number  
contact  nikhil aggarwal
illness  covid",0
5880,"tamilnadu covid today’s count 

tamilnadu  
chennai  
discharge  
death   covidindia subash",0
5881,"scientists in india have for the first time detected genetic material of the sarscov virus in wastewater a breakthrough that paves the way for using wastewaterbased epidemiology wbe for realtime surveillance of covid in the country 

covidindia coronavirus corona httpstcokceefmcvlb",1
5882,"i wish i was also in class th or th during covidindia time
noexamsincovid",0
5883,"blooddonorsin 
covidindia
need blood type   o
at  action balaji hospital paschim vihar new delhi
blood component  plasma
primary number  
contact  nikhil aggarwal
illness  covid
bloodmatters",0
5884,"natural remedies for reducing joint pain we care for your ortho related issues cliq a thumpsup to get updates regularly
follow orthopaedicsi 


jointpain painrelief backpain arthritis kneepain chronicpain health pain fitness covid covidindia orthotwitter httpstcokaxxwfjknu",0
5885,"kerala covid daily report  june

coronavirus surge continues in kerala

 including  nris  returnees from other states  primary contacts tested positive in kerala today increasing states tally to  cases including  recoveries amp  deaths 

covidindia httpstcovsyngqawt",0
5886,"indias recovery rate is currently  per cent which is much better than countries like usa brazil russia according to official figures more than  lakh out of  lakh cases of corona have been recovered in the country 

covidindia covid coronaupdates",0
5887,"naveenodisha peoples life at risk
covid covidindia",0
5888,"if you think noexamsincovid trend karwa kar exam rok doge
noexamsincovid covidindia httpstcorsjkqqftqy",0
5889,"more than  million covid  patients have been found worldwide so far of which more than  lakh have been recovered 

covid covidindia",0
5890,"i read this article hoping she wouldnt die but knowing it was inevitable terrifying and heartbreaking pandemic covidindia

 hospitals in  hours a pregnant woman’s crisis in the pandemic httpstcoovrwjpre",0
5891,"missed our webinar fractured global value chains post covid can india gain its missed glory

just read the event summary for important insights from the discussion httpstcoafefxbf

covidindia",0
5892," hacking attempts suspected from entities in china to cripple utility infra services➤httpstcoxzioibmt
chinesevirusinindia cyberattack covidindia thehackerstalk",0
5893,"kerala   new cases amp  people recovered

covidindia covidupdates",0
5894,"we feel shameful about the current education system that prioritises educational formalities over lives of the students  
say no to offline exams
covidindia covidー 
coronavirus covid globaleducation httpstcohbsmmuudvj",0
5895,"strategic alliance masterclass is designed for all professionals who wish to improve their ability to create value through strategic decision making with their partnership

register now httpstcolxrgbdjgex

strategic alliance  masterclass covidindia httpstcobndfrpyk",1
5896,jeemains neet and other exams should not be taken until situation becomes normal hrdministry educationni ntanewsnow who mohfwindia healthmagazine  noexamincovid covidindia corona coronavirus studentslivesmatters students studentsagainstfear exams,0
5897,"covidindia coronavirus 
the chandigarh administration on monday fixed rs  for a covid test  iansindia httpstconvvdfen",0
5898,"states where coronavirus cases have continuously gone down in last  days good work
not all is gloom amp doom 

covidindia indiafightscorona coronavirusindia madhyapradesh bihar jammuandkashmir assam jharkhand tripura nagaland httpstcoxdlkizq",0
5899,"breaking coronatnupdate chennai registers  new cases on june nd coronavirus positive cases in chennai total    covid 

covid covidindia coronaoutbreak coronaintn coronavirus corona indiafightscorona coronaupdate galattacares",0
5900,"we are working on smart iot devices for the detection and management of covid patients over a long distance we want to create a safe environment for the doctors need help please 
mohfwindia pmoindia theprintindia timesofindia 
 covidindia",0
5901,"rethink your greetings no handshake no hugs
greet with a namaste🙏

covid  covidsafety  covidsafety  coronavirusawareness coronavirussymptoms coronavirusprevention covidindia savelives safety stayhomestaysafe staysafe myfairpolicy healthcare httpstcozeczukal",0
5902,"how to moisturize and hydrate dry hair 💥💥

like retweet follow 👈💥

link httpstcomunefpmiq

shelike fashion style haircare nonpareilthaiaajith 
noexamsincovid sonamkapoor happybirthdayvijay manmohansingh covidindia coronaupdatesinindia",1
5903,drharshvardhan mohfwindia pmoindia bjpindia bjpdelhi ayushmannha moayush narendramodi jpnadda amitshah we are working on smart iot devices for the detection and management of covid patients over a long distance we want to create a safe environment for the doctors need help please mohfwindia covidindia,0
5904,"best street style palazzo pants outfit ideas 💥💥

like retweet follow 👈

link httpstcoghbyymm

shelike fashion style haircare nonpareilthaiaajith 
noexamsincovid sonamkapoor happybirthdayvijay manmohansingh covidindia coronaupdatesinindia",1
5905,"breaking coronatnupdate  new deaths in past  hours coronavirus deaths tamilnadu total goes up to   

covid covidindia coronaoutbreak coronaintn coronavirus corona indiafightscorona coronaupdate galattacares",0
5906,"goodnews coronatnupdate  new recoveries coronavirus total recoveries in tamilnadu becomes   

covid covidindia coronaoutbreak coronaintn coronavirus corona indiafightscorona coronaupdate positivevibes galattacares",1
5907,"breaking coronatnupdate   new cases in tn on june nd coronavirus positive cases in tamilnadu total    

covid covidindia coronaoutbreak coronaintn coronavirus corona galattacares",0
5908,"rbi guidelines on recovery agents 
httpstcoigejokgwe 
despite this banks recovery agents harassing the customers during covidindia lockdown and threatening for making payments 
covidindia with rbi blessings banks are now muscleman  instant decision ",0
5909,"hrdministry this is a photo from our college route 
tomorrow our renowned mahatma gandhi university kottayam will begin its ug examination
how should we travel to college and back if our college itself is in containment zone
noexamsincovid studentlivesmatter 
kerala 
covidindia httpstcorcsuiqq",0
5910,"delhi  health minister satyendarjain who had tested positive for covid on  june has been shifted to the general ward following improvement in his health condition

delhicorona covidindia coronavirus coronavirusoutbreak httpstcojixjllcru",1
5911,"chandigarh covid daily report  june 

 new positive cases of covid were reported in chandigarh today while  patients recovered total cases in the ut stands at  including  recoveries and  fatalities

covidindia covidindia httpstcoqpeyyslk",0
5912,hdfcbank noida office is running on its full strength with very fewer precautions of social distancing please think about your employees and take immediate actions like work from home outsourcing its time to think before getting too late covidindia,0
5913,kirenrijiju sir please look into the email sent by lnipe students regarding sudden change in masters admission process lnipe sports admissions covidindia,0
5914,"sad reality no protection for doctors
the culprits should be behind bars
stopviolence
savechennai covidindia delhipolice httpstcoepyqjnjc",0
5915,"maharashtra cet  postponed after concerns over covid exposure

covidindia maharashtra mhtcet 
httpstcodfgrsmcinw",0
5916,"cancelaktuexams cancelaktuexams  covidindia 
 i dont want to dieour lives are very important to our parentsfriends plz dont challenge it under pressure of exams😭😭😭😭how we reach to centers  how we all go out  it is deadly 😭😭",0
5917,"cipla launches the drug remdesivir under the brand name cipremi to fight covid
 
covidindia mumbai 

httpstcozdkzqqkrzy",0
5918,"so delhi mumbai and chennai have the highest number of covid cases but bangalore and hyderabad are doing better how is that possible
increasetesting 
covidindia",0
5919,"stay safe from cyber attacks
coronaupdates covidindia cybersecurity httpstcoxhxwemejm",0
5920,"book your flat now in bangalore 
bangalorerains bangaloremodel  call  
hbdthalapathyvijay covidindia httpstcoykpnud",0
5921,"covid cases cross  in jharkhand active infections 

covidindia covid httpstcoaltqsmzjc",0
5922,corona updates you must track  fresh cases in delhi goa reports first covid death httpstcoqfguvz via readersdigestin covidindia  covid  coronavirus,0
5923,"amid the spike in cases in bengaluru karnataka cm bs yediyurappa bsybjp held an emergency meeting state revenue minister rashokabjp reacts to it

sreeja with the details from the meeting covidindia httpstcowsjxsqanj",0
